38,1,32,4,23,59
28,59,16,47,27,60
41,35,37,10,19,9
30,10,53,44,3,56
19,51,56,16,5,37
20,58,10,59,57,5
56,26,40,16,57,12
35,13,32,16,24,23
7,18,51,41,44,39
53,45,47,1,52,55
43,28,10,37,47,44
25,5,53,28,41,54
39,11,56,46,13,25
17,58,33,52,11,3
30,40,33,18,20,32
11,26,24,52,40,23
25,5,31,1,28,23
3,43,21,17,22,10
14,36,60,38,17,44
42,5,32,37,1,31
5,4,37,40,60,14
23,45,16,58,59,56
8,49,35,42,56,2
45,9,60,2,35,4
10,40,30,44,36,60
13,26,1,21,14,51
55,30,28,59,33,22
53,35,52,25,23,13
14,9,2,32,22,37
6,38,24,39,15,10
59,30,43,31,34,25
2,41,39,1,34,45
29,13,49,50,45,17
35,22,8,37,21,18
24,32,23,40,41,38
35,27,3,11,44,5
58,41,50,40,9,55
45,1,57,49,50,6
49,26,30,34,24,6
9,3,29,13,30,51
4,3,37,39,48,50
28,26,33,41,8,54
18,43,22,24,16,34
6,51,13,38,49,3
33,41,48,15,17,47
28,32,22,56,58,7
59,24,30,8,57,5
41,48,57,50,44,54
59,18,45,60,8,15
50,36,8,28,47,58
2,22,51,24,48,17
2,42,3,27,16,7
34,47,57,56,14,46
55,15,48,32,28,27
29,3,54,7,37,60
53,32,30,7,24,13
40,32,11,6,59,48
43,33,53,26,54,42
43,48,32,19,17,51
21,54,10,50,51,11
19,30,60,12,6,5
54,34,59,21,9,4
22,53,26,1,43,50
53,31,19,52,36,22
27,19,23,3,45,40
37,26,18,30,33,17
10,53,15,2,6,56
47,1,26,55,39,4
12,10,46,28,22,5
60,8,25,39,41,11
53,51,27,11,46,9
51,9,13,15,19,11
45,34,23,20,37,32
32,37,5,35,17,57
56,10,43,50,1,25
23,12,54,46,9,24
20,25,45,2,41,14
43,15,22,1,16,25
11,42,55,58,35,20
17,49,27,22,57,31
20,50,48,59,28,21
4,29,8,49,38,50
6,14,2,17,44,13
19,45,43,6,54,34
31,56,16,6,11,19
53,1,3,4,51,39
9,28,45,2,23,53
2,57,35,13,54,14
54,22,48,34,23,53
55,50,42,58,47,30
1,5,37,60,34,40
56,13,22,54,14,58
47,41,18,17,2,16
55,12,50,18,53,46
28,13,11,26,50,27
57,59,6,25,43,58
42,45,56,13,3,59
1,29,13,25,5,26
34,8,2,21,25,6
27,5,42,54,41,11
30,15,54,55,26,4
38,16,21,4,18,6
34,57,47,18,6,52
22,8,52,1,53,49
20,6,33,22,31,34
25,56,30,12,39,57
4,38,48,10,45,40
55,4,44,38,19,52
39,11,48,14,19,10
31,2,51,42,18,56
1,52,30,60,20,12
45,41,39,30,15,59
27,39,19,41,12,45
38,2,27,28,32,20
34,30,41,11,27,26
32,44,54,60,47,37
35,11,7,50,34,5
44,26,39,35,16,45
60,23,22,46,53,41
1,28,56,37,6,58
6,7,41,39,29,55
21,9,15,36,12,31
45,59,42,55,32,26
53,36,10,9,50,55
25,10,24,47,48,36
2,14,21,60,22,51
6,23,16,11,42,36
43,13,28,56,37,25
28,13,6,14,45,35
48,5,30,18,8,2
20,31,40,30,27,53
54,8,45,29,35,15
36,53,55,37,60,9
42,22,51,23,57,15
17,41,48,15,20,31
33,13,14,3,43,29
2,53,13,49,10,41
53,34,59,33,48,6
37,40,6,58,41,18
13,47,60,18,52,9
12,9,56,29,14,42
34,31,29,4,10,35
23,27,21,19,52,11
49,18,20,32,15,48
38,15,47,25,10,53
34,17,9,46,10,32
53,46,28,48,37,12
59,5,51,42,50,8
13,32,12,41,24,29
46,16,33,45,34,6
52,29,17,41,12,25
5,9,41,14,3,46
25,60,34,53,45,38
59,49,43,5,27,18
1,24,10,17,42,51
53,14,44,7,23,43
28,39,8,59,42,3
4,6,41,40,19,20
42,54,57,3,49,10
26,31,30,18,16,34
27,39,37,58,60,33
27,60,30,14,46,52
41,39,9,49,23,58
12,33,4,38,36,19
49,39,18,31,57,23
44,22,31,54,34,1
30,53,4,31,47,32
9,58,16,44,2,37
25,36,2,53,42,41
20,16,35,40,60,53
51,2,24,52,36,8
3,29,10,16,23,27
50,19,59,2,29,12
38,22,50,45,26,39
59,56,7,28,21,58
30,7,47,35,19,42
38,50,29,45,17,32
36,27,20,7,16,52
12,31,34,48,36,56
50,37,51,27,29,25
11,7,59,51,32,1
49,3,35,39,23,26
39,52,17,35,19,33
9,3,18,40,32,56
58,41,48,50,15,18
1,10,30,33,38,6
24,44,28,13,45,11
8,30,23,51,53,58
12,1,31,37,17,46
36,43,38,24,58,44
34,29,20,37,57,45
19,18,38,5,21,15
44,56,13,14,27,11
39,45,58,10,1,24
24,45,53,35,26,21
41,2,53,5,13,27
18,23,42,56,32,30
15,58,24,37,46,49
44,37,9,55,14,46
39,46,18,51,31,3
9,12,31,50,18,39
48,4,12,34,32,33
13,39,51,37,35,7
1,33,8,11,6,50
37,46,47,51,23,38
28,2,1,46,27,47
35,52,17,19,9,11
52,33,15,28,51,10
2,1,37,51,48,11
36,3,35,56,18,34
42,59,30,58,50,22
35,10,47,5,24,23
20,10,1,5,42,3
21,31,56,55,45,27
1,33,30,17,47,19
29,28,31,48,45,49
47,40,55,57,52,5
51,24,56,7,12,44
51,27,1,23,45,2
20,11,16,1,56,5
48,8,21,36,23,29
20,27,49,40,55,18
57,10,25,14,33,29
16,48,43,27,58,13
17,38,42,51,34,8
20,33,37,49,4,10
7,40,19,49,11,23
10,54,37,45,14,7
6,4,43,54,56,11
56,46,7,24,28,53
50,33,42,7,58,16
45,22,27,21,1,32
44,28,24,57,7,26
27,44,8,35,38,41
23,57,29,17,60,38
54,33,24,44,38,42
48,18,15,22,20,16
38,54,23,12,17,53
34,23,41,19,40,58
31,37,21,38,8,18
10,16,34,13,60,22
19,20,16,60,28,37
47,3,43,42,60,23
51,30,29,33,46,23
6,18,46,23,31,2
35,51,34,49,16,29
38,2,42,58,41,1
5,56,24,55,1,47
33,19,52,51,35,26
30,32,51,8,28,23
44,9,33,10,23,51
2,11,49,13,36,1
18,56,27,6,24,59
47,48,44,60,4,29
30,43,7,44,1,54
47,20,35,4,59,24
38,26,60,34,29,50
26,57,20,32,45,41
3,52,5,43,35,14
45,11,22,52,36,40
32,2,27,47,58,41
33,56,59,43,50,49
21,7,5,53,45,4
24,22,38,49,10,39
57,23,38,13,34,27
46,17,5,42,47,8
9,51,20,24,52,43
23,31,47,54,3,26
46,40,58,31,28,42
26,20,5,44,33,31
49,27,43,17,14,21
31,18,4,46,44,49
17,51,36,6,42,13
24,51,50,28,58,47
36,53,35,9,1,4
2,26,6,13,53,60
6,43,17,5,54,59
32,41,51,7,31,52
54,1,15,37,46,42
42,30,9,19,31,21
21,40,51,27,24,2
13,53,20,31,60,27
8,44,40,35,22,12
60,24,56,45,10,8
9,46,23,32,35,57
35,10,15,58,36,3
36,47,42,29,53,31
16,52,5,44,10,50
5,12,1,7,45,10
59,5,42,8,46,2
53,43,23,6,7,8
4,17,38,9,18,21
41,49,36,42,31,38
4,23,55,10,38,33
40,7,44,55,34,20
11,41,51,5,19,4
36,29,23,49,32,45
8,21,19,30,52,56
47,58,8,43,39,46
55,47,43,48,49,2
27,54,28,50,22,3
18,2,9,47,17,45
4,17,1,48,13,38
31,34,15,14,25,30
1,6,14,17,33,36
34,25,40,51,60,49
6,53,56,30,37,3
25,32,11,59,51,14
26,30,21,15,13,46
1,5,4,45,14,56
6,28,33,48,46,27
7,16,36,35,38,21
46,42,27,45,20,47
46,60,55,32,3,29
18,46,42,15,56,24
42,15,18,31,5,53
28,58,19,24,42,25
53,38,30,2,15,48
11,32,60,5,6,36
43,41,37,51,18,39
54,44,38,25,46,53
43,36,1,20,13,6
12,10,51,37,23,47
28,26,54,55,23,60
30,47,53,38,20,36
37,58,12,29,8,16
31,42,15,7,17,54
46,18,16,45,31,4
7,52,11,10,1,4
5,52,59,2,33,23
30,52,50,49,53,32
29,21,20,46,22,60
7,18,26,46,39,24
2,23,38,15,21,19
21,56,36,9,13,27
32,53,16,20,12,10
44,41,42,54,47,19
28,21,9,10,2,18
38,44,17,60,4,53
6,48,11,45,4,24
30,50,45,2,35,21
30,7,23,20,15,41
7,12,57,11,30,39
37,5,24,44,49,58
54,47,27,17,3,32
10,49,8,58,20,26
35,52,27,53,57,23
6,56,33,50,51,10
18,32,29,13,50,58
55,25,9,8,54,41
28,12,34,29,1,48
29,21,47,57,13,34
42,2,11,23,31,44
24,41,12,42,44,13
53,10,28,16,48,33
35,17,15,34,49,11
4,13,58,36,19,15
32,44,42,48,16,36
51,47,28,10,59,16
30,46,35,54,26,2
40,53,12,46,2,52
25,39,44,41,31,22
33,5,23,32,8,56
18,30,14,11,33,39
36,46,48,31,7,35
6,23,56,15,5,59
28,8,55,41,48,9
45,38,52,17,7,56
34,60,18,45,4,20
59,49,13,18,4,14
23,16,17,59,42,60
31,57,17,56,28,58
35,11,28,46,42,58
8,29,31,4,17,45
1,8,44,17,46,53
27,51,1,46,59,6
58,39,18,17,35,30
46,24,51,50,56,52
49,34,42,18,3,14
32,1,6,9,16,2
41,2,42,30,12,10
36,22,42,3,16,4
6,43,22,52,57,51
13,37,54,7,29,1
57,43,18,59,10,31
26,37,8,22,54,33
11,46,27,49,6,40
58,7,27,45,4,5
28,18,41,54,14,47
13,49,4,44,14,57
50,28,35,24,2,14
30,24,12,49,7,27
48,44,46,4,18,9
56,6,45,60,26,50
31,32,43,3,52,1
48,15,24,28,1,26
4,51,45,22,38,25
4,17,23,28,9,53
10,1,34,54,6,40
30,59,27,36,4,54
49,29,17,53,20,24
55,53,1,35,56,39
11,9,6,34,41,53
40,27,55,17,28,44
9,14,26,36,52,21
57,21,54,48,50,60
10,40,27,47,55,37
50,59,56,46,3,4
26,10,4,37,47,57
13,12,51,37,48,44
2,43,11,1,3,28
60,12,57,58,33,2
12,23,25,18,45,50
58,33,36,40,25,10
2,34,51,36,38,55
4,56,54,13,35,58
2,20,37,19,1,10
41,53,26,23,52,24
4,13,51,37,6,34
11,6,53,44,16,26
59,2,54,32,24,50
40,22,13,29,48,28
5,9,25,40,38,27
44,31,49,54,36,47
50,52,14,4,27,38
2,6,35,30,52,34
2,16,4,44,33,51
34,16,46,15,42,59
36,6,40,14,8,26
33,14,52,36,32,41
27,52,41,29,4,48
47,32,25,57,6,13
50,57,58,28,2,14
57,10,33,2,11,52
27,45,44,26,38,31
2,18,30,56,52,6
25,29,36,1,56,60
1,41,28,33,39,19
13,32,6,51,40,24
41,32,19,58,5,49
2,5,55,28,27,48
52,32,12,54,20,48
12,20,13,49,34,30
56,29,53,36,38,17
6,28,56,2,36,51
35,55,2,43,34,42
49,7,33,31,36,14
48,37,26,22,38,23
1,23,13,30,24,57
45,47,50,52,15,4
3,34,58,22,18,55
14,46,40,13,4,52
16,24,25,45,59,42
33,54,40,5,9,13
19,2,30,46,22,52
9,22,60,48,12,39
15,55,37,34,19,7
47,44,53,56,8,39
24,44,6,15,18,30
7,29,50,16,38,36
60,38,29,3,7,15
43,8,21,27,3,25
17,44,2,5,13,39
31,39,59,19,53,44
45,16,18,11,36,2
52,21,48,58,30,17
7,8,10,27,12,56
12,56,5,52,45,59
49,3,19,35,22,24
51,49,46,40,36,26
44,49,57,37,21,46
54,33,13,55,45,15
6,8,37,24,45,41
32,44,12,8,48,46
54,29,18,42,40,50
50,6,47,58,26,19
43,39,20,19,24,4
53,42,31,43,29,18
7,10,38,17,24,57
14,17,32,37,39,3
7,32,31,51,27,8
16,39,13,26,42,20
38,10,27,2,21,9
12,11,54,33,48,25
34,26,9,43,54,53
39,43,60,57,34,56
42,51,14,40,32,33
15,56,3,27,4,7
52,48,54,58,55,29
5,44,11,19,17,48
11,35,16,46,24,50
44,28,18,24,4,39
43,8,2,28,33,12
19,7,12,34,53,40
29,27,19,4,28,31
1,44,39,16,57,28
54,31,50,43,29,22
43,27,18,52,50,32
39,56,28,12,51,38
42,37,35,27,59,36
56,18,31,2,30,45
9,55,23,44,7,46
17,27,55,13,5,16
44,30,27,11,40,57
52,14,3,60,57,55
45,5,36,12,50,58
18,17,59,2,54,5
25,5,13,12,35,2
53,49,21,11,54,9
25,28,53,45,14,58
21,33,28,31,43,6
52,39,7,27,55,57
46,60,58,36,40,3
